institution_id,institution_name,acronym,type,category,subcategory,State,address,phone,url
KKOM-074,Kolej Komuniti Seberang Jaya,KKSJ,IPTA,Kolej Komuniti,Kolej Komuniti,Pulau Pinang,"Lot Pt 2811-2822, Lorong Desa Pauh 1, Taman Desa Pauh, 13700 Perai, Pulau Pinang",04-3902897, https://kkseberangjaya.mypolycc.edu.my/v1/
KKOM-075,Kolej Komuniti Nibong Tebal,KKNT,IPTA,Kolej Komuniti,Kolej Komuniti,Pulau Pinang,"No. 2, Jalan Tasek SS1, Bandar Tasek Mutiara, 14120 Simpang Ampat, Pulau Pinang",04-5082284, https://kknibongtebal.mypolycc.edu.my/
KKOM-076,Kolej Komuniti Bukit Mertajam,KKBM,IPTA,Kolej Komuniti,Kolej Komuniti,Pulau Pinang,"No. 2, Jalan Koperasi, Taman Koperasi Guru, Jalan Tanah Liat, 14000 Bukit Mertajam, Pulau Pinang",04-5378349 / 012-5322808, https://kkbukitmertajam.mypolycc.edu.my/
KKOM-077,Kolej Komuniti Tasek Gelugor,KKTG,IPTA,Kolej Komuniti,Kolej Komuniti,Pulau Pinang,"Lot 4812, Jalan Tasek Gelugor, Kampung Selamat, 13300 Tasek Gelugor, Pulau Pinang",04-5731453, https://kktasekgelugor.mypolycc.edu.my/
KKOM-078,Kolej Komuniti Kuching,KKKUC,IPTA,Kolej Komuniti,Kolej Komuniti,Sarawak,"Lot 3563, Sego Centre, Jalan Sultan Tengah, Petra Jaya, 93050 Kuching, Sarawak",082-313322 / 313321 / 313323, https://kkkuching.mypolycc.edu.my/v1/index.php/
KKOM-079,Kolej Komuniti Mas Gading,KKMG,IPTA,Kolej Komuniti,Kolej Komuniti,Sarawak,"Lot 742-750, Off Parent Lot 726, Bau Town District, 94000 Bau, Sarawak",019-8982549, https://kkmasgading.mypolycc.edu.my/
KKOM-080,Kolej Komuniti Miri,KKM,IPTA,Kolej Komuniti,Kolej Komuniti,Sarawak,"5600 Jalan Permyjaya Utama, Pusat Bandar Permyjaya, 98000 Miri, Sarawak",017-5505132, https://kkmiri.mypolycc.edu.my/
KKOM-081,Kolej Komuniti Sarikei,KKSAR,IPTA,Kolej Komuniti,Kolej Komuniti,Sarawak,"No. 7 & 8, Lot 2101 Dan 2102, Blok 36 Jalan Sentral, 96100 Sarikei, Sarawak",084-659101 / 013-5622433, https://kksarikei.mypolycc.edu.my/
KKOM-082,Kolej Komuniti Santubong,KKSAN,IPTA,Kolej Komuniti,Kolej Komuniti,Sarawak,"Sublot 37-40, Blok B, Pusat Komersial Demak Laut, Jalan Bako 93050 Kuching, Sarawak",016-8672872, https://kksantubong.mypolycc.edu.my/
KKOM-083,Kolej Komuniti Sarikei Cawangan Sibu,KKSCS,IPTA,Kolej Komuniti,Kolej Komuniti,Sarawak,"Lot 2577 - 2580, Lorong Wawasan 11f, Campus Park, 96000 Sibu, Sarawak",084-231590 / 013-5622433, https://kksibu.mypolycc.edu.my/
KKOM-084,Kolej Komuniti Betong,KKBET,IPTA,Kolej Komuniti,Kolej Komuniti,Sarawak,"Lot 2025 (Sublot 16 (Aras Bawah) - Sublot 17), Lot 2026-2027, Block 9, Batu Api Land District (Fasa 2), 95700 Betong, Sarawak",083-471830, https://kkbetong.mypolycc.edu.my/
KKOM-085,Kolej Komuniti Arau,KKA,IPTA,Kolej Komuniti,Kolej Komuniti,Perlis,"Jalan Tengku Budriah, Tambun Tulang, 02600 Arau, Perlis",04-9869800 / 019-4261953, https://kkarau.mypolycc.edu.my
KKOM-086,Kolej Komuniti Arau Cawangan Kangar,KKACK,IPTA,Kolej Komuniti,Kolej Komuniti,Perlis,"Lot 7,8,9,10,11, Blok B, Kompleks Niaga Pkenps, Jalan Raja Syed Alwi, 01000 Kangar, Perlis",04-9869800 / 019-4261953, https://kkarau.mypolycc.edu.my
KKOM-087,Kolej Komuniti Tawau,KKTAW,IPTA,Kolej Komuniti,Kolej Komuniti,Sabah,"Batu 4, Jalan Apas, Perdana Square Commercial Centre (Peti Surat 61607), 91000 Tawau, Sabah",089-913400, https://kktawau.mypolycc.edu.my/
KKOM-088,Kolej Komuniti Lahad Datu,KKLD,IPTA,Kolej Komuniti,Kolej Komuniti,Sabah,"Mdld 7211, Lot 246-255, Bandar Sri Perdana, Jalan Silam, 91110 Lahad Datu, Sabah",016-8454298, https://kklahaddatu.mypolycc.edu.my/
KKOM-089,Kolej Komuniti Sandakan,KKS,IPTA,Kolej Komuniti,Kolej Komuniti,Sabah,"Blok B4 - B5, Bandar Labuk Jaya, Batu 7, Jalan Labuk, 90000 Sandakan, Sabah",089-226370 / 011-72589732, https://kksandakan.mypolycc.edu.my/
KKOM-090,Kolej Komuniti Beaufort,KKB,IPTA,Kolej Komuniti,Kolej Komuniti,Sabah,"Jalan Melalugus, 89807 Beaufort, Sabah",087-212528 / 017-3324713, http://kkbeaufort.mypolycc.edu.my/
KKOM-091,Kolej Komuniti Tambunan,KKT,IPTA,Kolej Komuniti,Kolej Komuniti,Sabah,"Jalan Batu Gong, Peti Surat 405, 89657 Tambunan, Sabah",087-774 487 / 010-2853600, https://kktambunan.mypolycc.edu.my/
KKOM-092,Kolej Komuniti Penampang,KKPEN,IPTA,Kolej Komuniti,Kolej Komuniti,Sabah,"Lot 5-8, Blok B, Wisma Malakun, Jalan Ramayah-Putatan, 89500 Penampang, Sabah",088-760951 / 012-6077091, https://kkpenampang.mypolycc.edu.my/index.php
KKOM-093,Kolej Komuniti Kota Marudu,KKKM,IPTA,Kolej Komuniti,Kolej Komuniti,Sabah,"Blok B1,2, Blok C 1-6, Jaya Industrial Centre, 89108 Kota Marudu, Sabah",088-663693 / 014-5516126, https://kkkotamarudu.mypolycc.edu.my/
KKOM-094,Kolej Komuniti Papar,KKP,IPTA,Kolej Komuniti,Kolej Komuniti,Sabah,"Lot 32 - 41, Sri Alam Perdana Commercial Centre, 89600 Papar, Sabah",014-3735344, https://sites.google.com/view/kolej-komuniti-papar/home
KKOM-095,Kolej Komuniti Semporna,KKSEM,IPTA,Kolej Komuniti,Kolej Komuniti,Sabah,"Lot C7-C9, Blok C, Bandar Utama, Jalan Bubul, Peti Surat 402, 91308 Semporna, Sabah",017-9114721 / 089-782300,https://kksemporna.mypolycc.edu.my/
KKOM-096,Kolej Komuniti Kuala Terengganu,KKKT,IPTA,Kolej Komuniti,Kolej Komuniti,Terengganu,"Jalan Tengku Ampuan Mariam, 20200 Kuala Terengganu, Terengganu",09-6204200 / 011-11780782, https://kkkualaterengganu.mypolycc.edu.my/
KKOM-097,Kolej Komuniti Besut,KKBES,IPTA,Kolej Komuniti,Kolej Komuniti,Terengganu,"Tingkat 2 & 3, Bangunan Baitul Ehsan, Jalan Besar Jerteh, 22000 Besut, Terengganu",09-6972080,https://kkbesut.mypolycc.edu.my/
KKOM-098,Kolej Komuniti Kemaman,KKK,IPTA,Kolej Komuniti,Kolej Komuniti,Terengganu,"K148-E, Bangunan Majlis Perbandaran Kemaman, 24100 Kijal, Kemaman, Terengganu",09-8599330 / 019-2699878, https://kkkemaman.mypolycc.edu.my/
KKOM-099,Kolej Komuniti Kuala Terengganu Cawangan Kuala Nerus,KKKTCKN,IPTA,Kolej Komuniti,Kolej Komuniti,Terengganu,"Jalan Tengku Mohamad, 21200 Kuala Terengganu, Terengganu",09-6227604 / 011-11780782, https://kkkualanerus.mypolycc.edu.my/
KKOM-100,Kolej Komuniti Kuala Terengganu Caw. Hulu Terengganu,KKKTCHT,IPTA,Kolej Komuniti,Kolej Komuniti,Terengganu,"No. 25-27, Blok C, Perkedaian Pekan Ajil, 21800 Ajil, Terengganu",09-6862510 / 011-11780782, https://kkhuluterengganu.mypolycc.edu.my/
KKOM-101,Kolej Komuniti Kuala Terengganu Cawangan Setiu,KKKTCS,IPTA,Kolej Komuniti,Kolej Komuniti,Terengganu,"Bangunan Wisma Sri Langkap, 21500 Sungai Tong, Terengganu",09-6572000 / 011-11780782, https://kksetiu.mypolycc.edu.my/
